symbol,shortName,industry,sector,longBusinessSummary,financialCurrency,previousClose,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,volume,averageVolume10days,dividendRate,dividendYield,exDividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,twoHundredDayAverage,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,firstTradeDateEpochUtc,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,netIncomeToCommon,1Y EBITDA Growth,5Y EBITDA Growth,1Y Total Revenue Growth,5Y Total Revenue Growth,1Y Net Income Growth,5Y Net Income Growth,1Y PreTax Income Growth,5Y PreTax Income Growth,FinancingCashFlow Activity,InvestingCashFlow Activity,OperatingCashFlow Activity,netIncomeMargin,% Away From 52High,% Away From 52Low,MarketCap_Crores,marketCategory
CELLO.NS,CELLO WORLD LIMITED,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Cello World Limited manufactures and sells consumer houseware and glassware products in India and internationally. The company offers drinkware products, including bottles, flasks, jugs, tea sets, coffee mugs, and tumblers; lunch boxes and carriers; storage, water jugs, chillers, and ice pails; dinnerware products, such as dinner sets, minimalistic melamine dinner sets, casseroles, trays, and serve wares; bakeware and gift sets; and kitchen appliances, cookware series, cleaning aids for homes comprising brushes, wipers and brooms, mops, sponge wipes and cloths, dustbins, and bathroom accessories, such as bathroom sets, buckets, tubs and basins, laundry baskets, stools and patlas, mugs, and soap cases. It also provides health products, including UV sanitizers, air purifiers, and fruit and vegetable washers; household appliances; and furniture products, such as chairs, dining tables, desks, stools and storages, shelves, racks, and cabinets. It also sells its products through online. The company was founded in 1958 and is based in Goregaon, India.",INR,755.25,768.2,1000.0,859.0,929.8333,945.0,83622,247744.0,1.5,0.0018000001,1722556800.0,,,,,,50.110893,36.81469,177407131648.0,711.2,1025.0,8.362321,872.196,0.16569,54.149,14.186782,15.33,22.66,8.743,34.388,1699242300,buy,6.0,1782459008.0,8.399,5159027712.0,3707120896.0,,,20291479552,27.062,95.594,,,,,0.066,0.061,0.52419,0.25425,0.22994,,3362117888,0.22191305389873403,0.28750700084823555,0.11320778374742664,0.29990403009901395,0.2440008973149316,0.3965176597156544,0.2331794418732406,0.33844747192322217,260079000.0,-2556281000.0,2311814000.0,0.16569111578995815,0.3342879458474355,0.08014623172103486,16968.3861504,Small Cap
TBOTEK.NS,TBO TEK LIMITED,Travel Services,Consumer Cyclical,"TBO Tek Limited operates travel distribution platforms in India and internationally. It operates through Air Ticketing, Hotels and Packages, and Others segments. Its platform acts as a bridge between travel suppliers such as airlines, hotels, car rental providers, sightseeing providers; and travel buyers such as travel agencies, OTAs and tour operators. The company's products include air, hotels, rail, holiday packages, car rentals, transfers, sightseeing, cruise, marine, insurance, and cargo. TBO Tek Limited was incorporated in 2006 and is based in Gurugram, India.",INR,1520.7,1561.5,2150.0,1900.0,2008.3334,2010.0,276954,45343.0,,,,,,,,,75.50774,48.343655,172668043264.0,1231.65,2001.0,11.211585,1669.4196,0.14555,53.501,29.18637,20.68,34.42,11.676,64.884,1715744700,strong_buy,6.0,7514930176.0,70.776,2661167616.0,2104610048.0,,,14788559872,38.63,144.297,,,,,0.241,0.259,0.80315,0.17995001,0.195,,2152539904,0.3292799595957634,-5.632208606771589,0.3033699747753028,3.0919050598723934,0.40135596980263566,-2.3068084192439864,0.30263210769539883,-2.8945324845365477,1152940000.0,-1572800000.0,2264980000.0,0.14555439627867506,0.281460134486071,0.2678114724150529,16580.3196416,Small Cap
NAVA.NS,NAVA LIMITED,Conglomerates,Industrials,"Nava Limited engages in the ferro alloys, power, mining, and healthcare businesses in India and internationally. It operates through Ferro Alloys, Power, and Mining Segment. It generates and sells power using coal, biomass, biogas, and bagasse. The company operates 150 MW and 114 MW coal-fired power plants in Paloncha, Telangana; 150 MW coal-fired power plant in Kharagprasad, Odisha; 20 MW and 9MW bagasse power plant in Dharmavaram and samalkot, Andhra Pradesh; and 300 MW thermal power plant in Zambia. It also mines coal at Maamba in Southern province of Zambia, as well as provides operation and maintenance services for power plants. In addition, the company provides various alloy metals, such as ferro and silico manganese that are used in automotive, railways, and construction industries, as well as in the manufacture of stainless-steel consumer goods. Further, it operates a medical clinic for the management of iron deficiency and the administration of intravenous iron in Singapore; and in-licenses pharmaceutical products. Additionally, the company engages in the agriculture business. The company was formerly known as Nava Bharat Ventures Limited and changed its name to Nava Limited in July 2022. Nava Limited was incorporated in 1972 and is based in Hyderabad, India.",INR,1027.5,1027.5,,,,,92042,287596.0,8.0,0.0089,1724976000.0,,,0.0838,2.01,0.849,13.072519,,140728270848.0,374.5,1347.8,3.7289543,756.558,0.2597,476.137,2.1579924,78.6,,3.52,7.973,1025495100,none,,7725051904.0,53.239,17650108416.0,4136558080.0,,,39982059520,4.971,275.55,,,,,0.362,0.173,0.5509,0.44145,0.41222,,10388844544,0.002345453158683471,0.16414517262380213,0.08369696860864863,0.1674778261557969,0.017308874751744793,0.4099315694512144,0.09028992309944865,0.3508290091376074,-30659133000.0,-2401252000.0,31735234000.0,0.25983765390582864,0.31172749391727494,1.7436582109479306,14909.1270656,Small Cap
ERIS.NS,ERIS LIFESCIENCES LIMITED,Drug Manufacturers - Specialty & Generic,Healthcare,"Eris Lifesciences Limited, together with its subsidiaries, provides domestic branded formulations for chronic and sub-chronic therapies in India. The company offers various branded formulations in various therapeutic areas, such as antidiabetes, cardiovascular, nutrition, dermatology, neuroscience, gynecology, nephrology, and oncology, as well as central nervous system, women's health, and vitamins/minerals/nutrients. It also provides patient care services, including ambulatory blood pressure measurement, ambulatory electrocardiogram measurement, continuous glucose monitoring system, sleep study, and ante-natal care solutions. It offers its products through wholesale drug distributors, and stockiest and retail pharmacies. Eris Lifesciences Limited was incorporated in 2007 and is based in Ahmedabad, India.",INR,1476.3,1469.6,1680.0,1230.0,1503.1111,1490.0,37243,193309.0,,,1660176000.0,,,,,0.326,57.541107,36.066128,229892407296.0,809.15,1522.05,8.048226,1088.6357,0.14021,203.647,7.2164087,25.54,41.65,9.25,27.826,1498794300,none,9.0,2425499904.0,17.822,8261760000.0,27348299776.0,0.592,1.068,24852850688,86.078,182.651,0.06705,0.13091,2992181248.0,7068449792.0,-0.258,0.476,0.76251,0.33243,0.24904,,3484630016,0.2751346507294228,0.19680586287382804,0.1982644287935608,0.223215812933281,0.025709261614306124,0.03458590864506925,0.06572707300015075,0.031045440987721915,13797790000.0,-18545230000.0,4860060000.0,0.1402104756410308,0.03568998366902565,0.8162269047766173,20002.1377024,Small Cap
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,Drug Manufacturers - Specialty & Generic,Healthcare,"Jubilant Pharmova Limited operates as an integrated pharmaceutical company in India, the Americas, Europe, and internationally. It operates through six segments: Radiopharma; Allergy Immunotherapy; Contract Development and Manufacturing Organisation - Sterile Injectables; Generics; Contract Research Development and Manufacturing Organisation; and Proprietary Novel Drugs. The Radiopharma segment offers radiopharmaceuticals products, which are used in the diagnosis and treatment of various diseases, including pulmonary embolism, cancer, coronary artery disease, and others. Its Allergy Immunotherapy segment provides specialised diagnostic devices for skin testing, as well as venom and allergy immunotherapy products. The Contract Development and Manufacturing Organisation - Sterile Injectables segment offers contract manufacturing services for sterile fill and finish injectables, liquids, ointments, creams, and ampoules. Its Generics segment engages in the development, manufacturing, distribution, sale, and marketing of generic formulations for therapeutic areas comprising cardiovascular system, central nervous system, gastrointestinal, antibiotics, and multispecialty. The Contract Research Development and Manufacturing Organisation segment offers drug discovery and development services and active pharmaceutical ingredients. The Proprietary Novel Drugs segment provides patient-focused biopharmaceutical services to address unmet medical needs in oncology and autoimmune diseases. It serves pharmaceutical, biotech, group purchasing organisations, allergists, and hospitals sectors. It sells its products through a network of dealers and distributors. The company was formerly known as Jubilant Life Sciences Limited and changed its name to Jubilant Pharmova Limited in February 2021. The company was incorporated in 1978 and is based in Noida, India.",INR,1150.05,1136.6,1450.0,1068.0,1259.0,1259.0,109461,226556.0,5.0,0.0043,1722556800.0,,,0.1339,0.7,1.562,30.406633,34.811638,200486158336.0,422.0,1309.9,2.6017604,838.4827,0.085710004,373.882,3.0399966,37.38,,2.897,21.726,1025495100,none,2.0,10773999616.0,67.809,9228000256.0,30804000768.0,0.981,1.799,69196996608,51.972,436.956,0.0352,0.103970006,-748499968.0,7676000256.0,0.64,0.043,0.65455,0.13336,0.11299,,5930999808,0.07782515991471216,-0.1531291866327202,0.06841605968517357,0.03805824713100451,-2.263934426229508,-0.3025868886153213,5.133093525179856,-0.2680883566225373,-4325000000.0,-6079000000.0,9713000000.0,0.08571180974224979,0.15247228576456107,1.6933649289099524,18003.4011136,Small Cap
RRKABEL.NS,R R KABEL LIMITED,Electrical Equipment & Parts,Industrials,"R R Kabel Limited manufactures and sells wires and cables, and fast-moving electrical goods (FMEG) in India and internationally. The company offers house wires, industrial wires, power cables, and special cables. It also provides FMEG products, such as fans, LED lighting, switches, switchgears, water heaters, and other appliances. Its products are used in residential, commercial, industrial, and infrastructure sectors. The company was formerly known as Ram Ratna Agro-Plast Limited and changed its name to R R Kabel Limited in November 2000. R R Kabel Limited was incorporated in 1995 and is based in Mumbai, India. R R Kabel Limited is a subsidiary of Ram Ratna Wires Limited.",INR,1461.3,1463.55,2151.0,1604.0,1835.1428,1870.0,395058,62333.0,5.0,0.0034,1730332800.0,5.5,0.0037637718,0.2572,,,62.598377,36.57414,166841892864.0,1310.3,1901.95,2.3655307,1625.5267,0.03762,178.052,8.2197895,23.38,41.85,2.381,41.998,1694749500,buy,7.0,2771569920.0,24.565,3972602880.0,4743202816.0,0.877,1.903,70058311680,23.611,620.786,0.070650004,0.14147,-1191877248.0,3393819904.0,-0.341,0.125,0.17344,0.056700002,0.03774,,2635913984,0.46920174966057776,0.3569619568301274,0.1771266424699296,0.47933826126780904,0.5701554621361903,0.40062507077898735,0.5863475935724428,0.41274421185297866,-2050212000.0,-835136000.0,3389935000.0,0.037624571885772284,0.29954562536298734,0.11695794856139807,16572.5093888,Small Cap
BBTC.NS,BOMBAY BURMAH TRADING COR,Packaged Foods,Consumer Defensive,"The Bombay Burmah Trading Corporation, Limited, together with its subsidiaries, engages in the tea and coffee plantations, auto electric components, healthcare, and real estate businesses in India and internationally. It operates through six segments: Plantation- Tea, Health Care, Auto Electric Components, Investments, Horticulture, Food -Bakery & Dairy Products, and Others. The company produces and trades in tea, coffee, timber, cardamom, and pepper; and manufactures and trades in dental products. It also manufactures solenoids, switches, valves, and slip rings for automobile and other industries; and invests in various listed and unlisted securities primarily on a long-term basis. In addition, the company manufactures and trades in analytical, precision balances, and weighing scales; and engages in the property development activities. Further, the company deals with decorative plants and landscaping services; and offers bakery and dairy products. The Bombay Burmah Trading Corporation, Limited was incorporated in 1863 and is based in Mumbai, India.",INR,2516.0,2499.0,3500.0,3500.0,3500.0,3500.0,38163,78409.0,1.2,0.0005,1723161600.0,,,0.007900001,0.1,0.893,14.606348,6.690763,194645524480.0,1259.3,2975.0,0.99219096,2091.784,0.06048,670.203,3.728721,171.09,373.5,1.108,5.65,1025495100,none,1.0,25635561472.0,367.42,34448863232.0,21613211648.0,,,175746121728,32.495,2519.227,,,,,,0.04,0.44024,0.19601,0.16545,,10639774720,3.5242254284697907,0.09635281215977032,0.03552630745249059,0.09513231893024204,-1.408346185461202,0.28403744116498536,58.51838699049233,0.06351527432027,-56475967000.0,37865903000.0,20379294000.0,0.060540594667955416,0.19047619047619047,0.9844357976653697,17437.3715968,Small Cap
CHALET.NS,CHALET HOTELS LIMITED,Lodging,Consumer Cyclical,"Chalet Hotels Limited owns, develops, manages, and operates hotels and resorts in India. It also operates in rental and annuity, and real estate development business. The company's portfolio comprises hotels, service apartments, and commercial properties. In addition, it engages in construction and development of residential properties. Chalet Hotels Limited was incorporated in 1986 and is headquartered in Mumbai, India.",INR,892.05,878.7,1050.0,835.0,950.5833,954.5,87210,416331.0,,,,,,,,0.319,228.82814,37.970467,200708685824.0,561.05,958.0,13.060041,833.9595,0.17035,90.101,9.752389,3.84,23.51,13.667,32.746,1549511100,none,12.0,1207160064.0,5.875,6129319936.0,30051850240.0,,,14685479936,162.366,70.5,,,,,-0.356,0.162,0.71192,0.41737,0.28062,,2501700096,0.11093402159266592,9.92915244451237,0.2559091227302172,1.320927995816642,0.517274671088517,-1.00003115802391,-0.012740581096584307,-0.7003887869112494,-1077960000.0,-6348550000.0,6894370000.0,0.1703519467462095,0.09024695573005581,0.5661705730327067,19179.2971776,Small Cap
IFCI.NS,IFCI LTD,Credit Services,Financial Services,"IFCI Limited provides non-banking financial services to the public sector in India. The company offers project finance for the power sector, telecommunications, roads, oil and gas, ports, airports, basic metals, chemicals, pharmaceuticals, electronics, textiles, real estate, smart cities, urban infrastructure, etc. It also provides corporate finance, such as balance sheet funding, loan against shares, lease rental discounting, promoter funding, long-term working capital requirement, capital expenditure, and regular maintenance capex services, as well as short term loans, including bridge financing and short-term working capital to small, mid, and large corporates. In addition, the company offers syndication and advisory services, which include financial, ESG, and other project advisory for government and corporate sectors; structured debt/mezzanine products; and assistance in sponsor and acquisition financing, pre-IPO financing, off-balance sheet structured solutions, and others. Further, it provides sales and resolution services for non-performing assets; ESG services; factoring services and advances against future receivables; real estate and infrastructure services; risk capital schemes; and post trading and custodial services, as well as acts as debenture trustee for debenture issues. Additionally, the company offers stock broking, commodities broking, currency trading, portfolio management and depository participant services, merchant banking, insurance corporate agency, mutual fund products distribution, IPO distribution, and corporate advisory services. It also provides financial support services for airports, roads, telecom, power, real estate, manufacturing, and services sectors, as well as other allied industries. The company was formerly known as Industrial Finance Corporation of India and changed its name to IFCI Limited in October 1999. IFCI Limited was founded in 1948 and is headquartered in New Delhi, India.",INR,63.66,63.64,,,,,15137244,20270364.0,,,1455667200.0,,,,,0.592,127.28,18.079546,187142324224.0,24.45,91.4,8.319605,59.3473,0.06775,18.213,3.4942076,0.5,3.52,9.361,,1025495100,none,,50463801344.0,19.122,,46362501120.0,,,19992399872,60.373,7.988,,,,,,1.334,0.95325994,,0.1432,,1354400000,,,0.3698575340779716,0.17634061455328112,-1.4988450433108758,-0.3511304774805864,27.791411042944784,-0.45339018957944605,4043900000.0,-1549300000.0,118700000.0,0.06774574381622292,0.43620364550597124,1.6028629856850718,16632.8860672,Small Cap
FINPIPE.NS,FINOLEX INDUSTRIES LTD,Building Products & Equipment,Industrials,"Finolex Industries Limited manufactures and sells polyvinyl chloride (PVC) pipes and fittings, and PVC resins in India. It operates in two segments, PVC Resin and PVC Pipes and Fittings. The company offers agriculture pipes and fittings; column pipes; casing pipes; and solvent cement and lubricants. It also provides plumbing and sanitation pipes and fitting, such as ASTM pipes and fittings; chlorinated PVC pipes and fittings; SWR pipes and fittings; sewerage pipes; and solvent cement, lubricant, and primer. The company distributes its products through dealers and retailers. Finolex Industries Limited was founded in 1956 and is based in Pune, India.",INR,263.5,270.95,375.0,212.0,301.375,300.0,301489,488327.0,2.5,0.0095,1726012800.0,,,0.1928,1.96,0.641,20.906637,23.804672,148922875904.0,201.6,355.9,3.9661694,287.35974,0.1898,110.137,2.460118,12.96,11.46,3.526,27.25,1025495100,none,16.0,21729800192.0,35.264,5464999936.0,3689999872.0,2.231,2.892,42240299008,5.437,68.326,0.035720002,0.12934,5438575104.0,6118400000.0,-0.582,-0.062,0.35751998,0.12938,-0.01914,,8016999936,0.8792445676642734,-0.08798242764552106,-0.019985050191917014,0.08118514208127244,0.8890706023135221,-0.11936549243913129,1.0248062498054717,-0.11474776391212897,-2767400000.0,-829700000.0,3533000000.0,0.18979505648105474,0.31352648090053514,0.3439980158730158,16753.2183552,Small Cap
MGL.NS,MAHANAGAR GAS LTD.,Utilities - Regulated Gas,Utilities,"Mahanagar Gas Limited operates as a natural gas distribution company in India. The company supplies piped natural gas (PNG) to domestic households for cooking and water heating, as well as for nursing homes, flight kitchens, and places of worship; commercial establishments, including hospitals, hotels, restaurants, and charitable trusts; and industries, such as metals, pharmaceuticals, printing and dyeing, food and beverages, oil mills, FMCG product manufacturers, power generation, and air-conditioning. It also provides compressed natural gas (CNG) to transport sector. Further, the company supplies liquefied natural gas (LNG) to heavy motor vehicles. In addition, it engages in sale of pipes and fittings required for construction of pipeline infrastructure. The company operates 348 CNG filling stations with 2,152 dispensing points; 608 kilometers of steel pipeline; and 6446 kilometers of poly-ethylene pipeline. Mahanagar Gas Limited was incorporated in 1995 and is based in Mumbai, India.",INR,1176.45,1178.7,2200.0,1040.0,1597.2142,1613.5,628941,1542355.0,30.0,0.0255,1723593600.0,18.0,0.015300268,0.25959998,2.28,0.74,10.202544,10.126288,101615616000.0,1026.7,1988.0,1.7552019,1554.064,0.17212,559.739,2.1058028,115.53,56.03,1.532,6.1,1467344700,buy,28.0,16227399680.0,164.282,16658199552.0,1538099968.0,1.04,1.147,66333900800,2.777,671.527,0.11773,0.22347,3549925120.0,14925700096.0,-0.163,0.137,0.39148998,0.25113,0.18375999,,11417600000,0.5576087711311889,0.32999090232099904,-0.0016503989791740678,0.6446515777673106,0.6155559774697804,0.3533550416749048,0.6310135096727741,0.3550833167687075,-4992500000.0,-10819500000.0,15678600000.0,0.17212315064094647,0.6866038856367183,0.14804714132658026,11642.9389824,Small Cap
KIRLOSENG.NS,KIRLOSKAR OIL ENG LTD,Specialty Industrial Machinery,Industrials,"Kirloskar Oil Engines Limited manufactures and distributes diesel engines, agricultural pump sets, electric pump sets, power tillers, generating sets, and spares in India and internationally. It operates in three segments: Business to Business, Business to Customer, and Financial Services. The company offers power generation solutions for residential gensets, telecom, infrastructure, realty, hospitality, banks, defense, retail, healthcare, manufacturing, and data center; and farm mechanization products, such as power tillers and weeders, rotary tillers, and hand held tools for agriculture, as well as distributes spare parts, oil, and other allied products, including electric motors. It also provides industrial engines for applications in various sectors, such as earth moving, construction, railways, oil and gas, agriculture, defense and nuclear, firefighting and other pump sets, mining, fishery, excavation, material handling, and marine; and water management solutions, that includes diesel engines, electric and engine based pumps, pump-sets, alternators, induction motors, small engines, and column pipes and cables. In addition, the company offers organic waste and firefighting solutions. Further, it provides financial services. The company uses retail channel for distribution. The company was formerly known as Kirloskar Engines India Limited and changed its name to Kirloskar Oil Engines Limited in March 2010. Kirloskar Oil Engines Limited was founded in 1946 and is based in Pune, India.",INR,1109.05,1123.9,1593.0,1491.0,1528.8,1510.0,144672,366107.0,7.0,0.0062,1722470400.0,,,0.1527,2.24,0.964,31.081306,23.512552,192906182656.0,552.25,1450.0,2.7225003,1145.5802,0.0794,184.622,6.087574,36.16,12.46,3.22,18.185,1029123900,strong_buy,5.0,9460799488.0,65.22,10608074752.0,43469500416.0,,,59904999424,163.403,413.42,,,,,0.265,0.06,0.40737,0.17708,0.17895001,,4756400128,0.36692828872341854,0.5220512303856132,0.17568242109034407,0.2648777245573986,0.32933212996389893,0.4221549719600602,0.3259082707771813,0.40240284781963814,8003000000.0,-1088700000.0,-4687800000.0,0.0793990513936041,0.2901503692499332,1.0351290176550476,16309.1382272,Small Cap
SWANENERGY.NS,SWAN ENERGY LIMITED,Conglomerates,Industrials,"Swan Energy Limited engages in the textile, real estate, and energy businesses in India and internationally. It operates through Textiles, Energy, Construction/Others, Distribution & Development, Warehousing, and power generation segments. The company manufactures and markets cotton, polyester cotton, linen and viscose fabrics, and non-lycra products, and develops commercial and residential real estate properties. It is also involved in the operation of LNG port terminal at Jafrabad port area in the Amreli district of Gujarat with a total capacity of 10MMTPA. In addition, the company engages in the manufacturing and trading of petrochemical products; generation of power; and provision of warehousing services. The company was formerly known as Swan Mills Limited. Swan Energy Limited was incorporated in 1909 and is based in Mumbai, India.",INR,616.7,612.4,,,,,2852144,6664574.0,0.1,0.0002,1726704000.0,,,0.0042,0.05,-0.023,29.03746,,198143541248.0,413.0,782.25,3.5849862,619.84326,0.06837,200.311,3.057246,21.09,,3.7,19.441,1338263100,none,,13866776576.0,44.238,10192080896.0,34398789632.0,,,53545832448,42.87,187.034,,,,,,0.42,0.22529,0.19034,0.30951,,3660933120,2.9950585477620923,4.1413675672172525,-0.11903512365219657,0.0018267807266475987,-9.389125965872056,-1.7964457360443327,-10.789630369855068,-2.9357509116208274,16036508000.0,-5116094000.0,258682000.0,0.06837008507721389,0.277351404310908,0.48280871670702163,19196.1071616,Small Cap
RKFORGE.NS,RAMKRISHNA FORGINGS LTD,Tools & Accessories,Industrials,"Ramkrishna Forgings Limited engages in the manufacture and sale of forged components for automobiles, railway wagons and coaches, and engineering parts in India and internationally. It operates in two segments, Forging Components and Others. The company's products portfolio includes beam, knuckle, steering arm, tie-rod-arm, sector shaft, front hub, crankshaft, camshaft, connecting rod, piston, pitman arm, BC lever assembly, mounting bracket, yoke, UJ cross, transmission gear and shaft, crown wheel, pinion, differential case and case cover, differential gear and pinion, spindle, rear axle shaft, spider, helical gear, tube flange and shaft, and tube yoke products. It also offers bucket, backhoe bucket, shovel, track line and roller, bucket tooth, pivot pin, prop shaft, and bearing centre products; and wing nut, valve bonet, T-bolt socket joint, and tooth crusher hammer products. In addition, the company provides bogie frame and bolster, screw coupling, hanger, draw gear assembly, anti roll bar assembly, control arm support, center pivot pin, centering disc, traction center, and guide products. Further, it offers tractor-trailer products, such as trailer axle, air and mechanical suspension, landing leg, and bolton and weldable king pin products; as well as engages in the sanitization and cargo, and tour and travel businesses. The company offers its products for various industries and sectors, including automotive, earth moving and mining, farm equipment, power, construction, general engineering, railways, steel plants, and oil and gas exploration, as well as for original equipment manufacturers. Ramkrishna Forgings Limited was incorporated in 1981 and is headquartered in Kolkata, India.",INR,966.3,975.35,1500.0,870.0,1131.1428,1111.0,123181,286971.0,2.0,0.0021,1730332800.0,2.0,0.0020697506,0.0959,0.4,0.89,46.734543,28.737036,188638642176.0,602.05,1064.05,4.1647925,844.89276,0.10663,162.768,5.992271,20.87,34.27,4.456,21.439,1083728700,buy,7.0,811782016.0,4.492,8798900224.0,14811396096.0,0.556,1.38,42329956352,50.35,236.648,0.07511,0.16633,-4879848960.0,3549199872.0,1.075,0.074,0.46386,0.20786,0.16361,,3730991104,0.23432802995848542,0.930639841805908,0.2552109274602806,0.6848879706349377,0.3761533265298555,5.173250823725222,0.22598094959328402,4.487346943061769,6250003000.0,-11174534000.0,6210554000.0,0.08814067921484448,0.09094171323114764,0.6200481687567478,17629.5493632,Small Cap
BATAINDIA.NS,BATA INDIA LTD,Footwear & Accessories,Consumer Cyclical,"Bata India Limited manufactures and trades in footwear and accessories through its retail and wholesale network in India and internationally. The company offers footwear for women, men, and kids; apparels; and accessories, such as belts, scarves, socks, handkerchiefs, wallets and clutches, handbags, masks, and shoe and foot care products. It also engages in trading of apparel; and property letting activities. It sells its products primarily under the Bata, Hush Puppies, Nine West, North Star, Power, Bata Red Label, Bata Comfit, Bubblegummers, Disney, Naturalizer, Marie Claire, Scholl, Floatz by Bata, Weinbrenner, Bata Industrials, and Bata 3D brand name through retail and franchisee stores, wholesale network, and e-commerce. The company was formerly known as Bata Shoe Company Private Limited and changed its name to Bata India Limited in 1973. Bata India Limited was incorporated in 1931 and is based in Gurugram, India. Bata India Limited is a subsidiary of Bata (BN) B.V.",INR,1365.95,1370.3,1700.0,1050.0,1406.6818,1400.0,160833,247970.0,22.0,0.0161,1723766400.0,,,0.8133,0.46,0.583,50.658043,46.536537,185948061696.0,1269.0,1724.25,5.0564404,1414.2433,0.09981,114.198,11.999335,27.05,,5.339,40.756,1025495100,hold,22.0,4734499840.0,36.798,4562480128.0,14378550272.0,0.703,1.809,34831208448,97.861,271.061,0.06898,0.24205999,4169027584.0,5546339840.0,0.53,0.022,0.56396997,0.13099,0.1008,,3476379904,-0.030935612171475044,0.7352041262348107,0.007693825840972434,0.3453388445205398,-0.18728251043330732,-1.3130969309491551,-0.18426372910535438,-1.3353938572951407,-5179480000.0,403550000.0,4531100000.0,0.09980646836270227,0.25830110194847844,0.07982663514578414,17612.1921536,Small Cap
TECHNOE.NS,TECHNO ELEC & ENG CO. LTD,Engineering & Construction,Industrials,"Techno Electric & Engineering Company Limited provides engineering, procurement, and construction (EPC) services to the power generation, transmission, and distribution sectors in India. It offers operates gas insulated, hybrid, and EHV substations; and offers STATCOM installation services, as well as engages in flue gas desulphurization projects. The company also operates data centers; and offers metering infrastructure and IT enabled services. In addition, it is involved in the generation of wind power in Karnataka and Tamil Nadu; and agro business. Techno Electric & Engineering Company Limited was incorporated in 1963 and is headquartered in Kolkata, India.",INR,1456.3,1481.5,1766.0,1600.0,1700.3334,1735.0,102604,200599.0,7.0,0.0045,1726185600.0,,,0.21790001,1.49,0.659,51.121464,32.632156,138096918528.0,607.2,1822.0,10.747002,1310.0093,0.21280001,201.006,7.3704267,28.98,45.1,8.611,57.469,1175485500,buy,3.0,12785192960.0,118.8,2402963200.0,,,,16038162432,,149.007,,,,,2.881,0.37,0.24014999,0.14983,0.13430001,,2964645120,0.964626015625226,0.07775060686677594,0.8100898126838615,0.22837359496133844,0.43667919657325605,0.15894338595755808,1.2456300268846143,0.12804719015661498,-845064000.0,2687518000.0,-1982397000.0,0.1848494260218252,0.22983462706716162,1.4398880105401841,17236.2153984,Small Cap
SCHNEIDER.NS,SCHNEIDER ELECTRIC INFRA,Electrical Equipment & Parts,Industrials,"Schneider Electric Infrastructure Limited designs, manufactures, builds, and services products and systems for electricity distribution in India and internationally. The company offers distribution, medium power, and special transformers; substation automation systems, including power management systems, controllers and RTUs, communication elements, graphic user interfaces, engineering tools, SCADA and EMS gateways, and simulation tools; and ring main units. It also offers medium voltage distribution and grid automation products, such as Easergy T300, a remote terminal unit; EasyPact EXE, a vacuum circuit breaker; medium voltage switchgear; microgrids; digital substations; and Ecofit, a medium and low voltage equipment, as well as EcoStruxure grid, an IoT-enabled open and interoperable platform. In addition, the company provides partner managed, and field and automation services. Schneider Electric Infrastructure Limited serves the grid, power, utility, mining, minerals, metal, power generation, oil and gas, and smart city industries, as well as contractors, global strategic alliances, and panel builders. The company was formerly known as Smartgrid Automation Distribution and Switchgear Limited and changed its name to Schneider Electric Infrastructure Limited in December 2011. The company was incorporated in 2011 and is based in Gurugram, India. Schneider Electric Infrastructure Limited operates as a subsidiary of Energy Grid Automation Transformers and Switchgears India Private Limited.",INR,803.0,830.0,515.0,515.0,515.0,515.0,325593,452666.0,,,1342656000.0,,,,,0.27,100.362755,56.119,178030690304.0,331.1,980.0,8.612285,782.545,0.08054,8.852,93.76412,8.27,,7.726,54.124,1332215100,none,1.0,473000000.0,1.981,3289309952.0,5468299776.0,,,23043399680,184.634,96.346,,,,,0.39,0.197,0.3756,0.14274,0.12793,,1855900032,0.5471012612238543,1.1374900079936052,0.2424754282345739,0.23476823037140418,0.39149073849389304,-57.052753049785686,0.6985359540564587,-69.56841411144082,-1070300000.0,-569500000.0,1919200000.0,0.0805393326406948,0.1807228915662651,1.506795530051344,19845.6311808,Small Cap
