Name,Ticker,Sub-Sector,Market Cap,Debt to Equity,Long Term Debt to Equity,Cash Conversion Cycle,Quick Ratio,Current Ratio,Interest Coverage Ratio,Working Capital Turnover Ratio,Net Income / Liabilities,Earning Power
SG Mart Ltd,SGMART,Renewable Electricity,4855.34315,0,0,10.92168157,1213,1213,7.991401548,224.8057971,609400,763.0541872
Gateway Distriparks Ltd,GATEWAY,Logistics,4853.040579,26.20329371,19.65336922,,0.737244398,0.737244398,6.598457253,-19.03516913,36.75761749,11.64791854
Greenpanel Industries Ltd,GREENPANEL,Wood Products,4850.526609,22.47934888,19.67854106,44.09240643,1.603844649,2.589757386,15.94127243,4.383960716,24.87535302,10.33669357
Aarti Drugs Ltd,AARTIDRUGS,Pharmaceuticals,4829.34555,44.01697401,21.54903429,130.6332511,1.049388458,1.660163664,7.216152019,4.744981218,14.90216191,11.24107337
Wonderla Holidays Ltd,WONDERLA,Theme Parks & Gaming,4822.309712,0.507948109,0.485108716,-122.9434366,4.223255814,4.464400716,87.60655738,2.29030506,109.9081547,17.26209703
Manorama Industries Ltd,MANORAMA,Packaged Foods & Meats,4808.451354,102.7803329,15.05296579,399.0720753,0.486264217,1.621376495,3.673202614,2.427933394,10.03377956,9.917736812
Ganesha Ecosphere Ltd,GANECOS,Textiles,4767.987636,37.90442155,35.29255218,146.3258465,2.716824342,4.643121964,2.312249443,2.978997538,7.091318856,6.390850164
Morepen Laboratories Ltd,MOREPENLAB,Pharmaceuticals,4754.594246,3.422919396,0.39776684,88.32886548,1.59302557,2.21134713,37.50134771,3.697059749,21.56374725,10.75850017
Banco Products (India) Ltd,BANCOINDIA,Auto Parts,4746.335207,40.2253923,19.14407989,,0.869672693,2.242695893,17.98080524,3.422438501,29.15753513,19.37457752
Patel Engineering Ltd,PATELENG,Construction & Engineering,4742.781027,60.40711889,18.01608613,290.5886001,0.504302189,1.448358795,2.085752161,2.714183733,4.974470339,8.39506365
Ramky Infrastructure Ltd,RAMKY,Construction & Engineering,4735.204838,44.76558895,31.12371366,,1.034648327,1.12083604,3.924523539,-33.52444926,12.86770239,14.61287215
Greenply Industries Ltd,GREENPLY,Wood Products,4724.037717,77.38053297,57.26243993,58.52949583,0.638502535,1.284265845,3.299653979,13.98175714,7.336668659,8.601116028
Hawkins Cookers Ltd,HAWKINCOOK,Housewares,4709.671747,9.403862301,4.042221423,,1.687183414,2.514489339,33.42857143,4.330048333,56.99460357,28.90535918
Harsha Engineers International Ltd,HARSHA,Industrial Machinery,4708.34589,15.03216255,0.532639031,199.7846793,1.944933016,2.913837977,14.99721448,2.102197875,28.47541654,10.31022597
Nocil Ltd,NOCIL,Commodity Chemicals,4692.754474,0.772998622,0.639357581,,4.545750845,5.890451473,112.1049383,1.952067453,42.00221064,9.011874575
Hikal Ltd,HIKAL,Pharmaceuticals,4691.593538,68.83956688,35.82506778,120.9077341,0.876108534,1.277520056,2.694163562,7.332239204,5.355988549,6.106210346
Grauer And Weil (India) Ltd,GRAUWEIL,Specialty Chemicals,4672.405508,3.335817188,0.679334327,,2.640157839,3.162543633,42.13836478,2.402349456,45.70134333,17.86190349
Medi Assist Healthcare Services Ltd,MEDIASSIST,Insurance,4664.643279,5.470259489,3.170382066,,1.495273274,1.495273274,27.03797468,4.058479896,18.56216036,10.1471479
Cartrade Tech Ltd,CARTRADE,Online Services,4643.922345,5.214915921,4.357199486,66.39072617,3.331954456,3.331954456,4.501463415,0.709627121,4.070479064,1.839566223
Yatharth Hospital & Trauma Care Services Ltd,YATHARTH,Hospitals & Diagnostic Centres,4641.063596,146.149642,110.4935235,,1.709936703,1.77092334,17.64861996,15.41759353,37.78012476,34.21063462
Skipper Ltd,SKIPPER,Power Infrastructure,4639.974886,66.00677347,34.9903077,97.72638958,0.637345495,1.322350704,1.829032258,7.198314815,3.634446022,9.015082376
Bhagiradha Chemicals and Industries Ltd,BHAGCHEM,Fertilizers & Agro Chemicals,4638.936054,14.89896548,4.145315672,,1.34472594,2.232950924,4.501950585,2.907358203,11.23021007,6.009894974
Innova Captab Ltd,INNOVACAP,Pharmaceuticals,4610.898654,29.49933807,25.33758575,,1.641328914,2.18381799,7.035414725,4.565013251,19.44553231,11.4722085
Pitti Engineering Ltd,PITTIENG,Industrial Machinery,4610.780728,148.0394983,78.21104224,74.91506114,0.769514173,1.245822169,3.438887778,10.99991317,9.872287337,12.9256611
Samhi Hotels Ltd,SAMHI,"Hotels, Resorts & Cruise Lines",4602.840987,204.3927051,153.7851214,,0.377074604,0.382570605,0.292573382,-1.722919882,,2.930820787
Unichem Laboratories Ltd,UNICHEMLAB,Pharmaceuticals,4600.311705,10.47739183,2.640935989,350.570855,1.397841412,2.393334934,-1.721535746,1.864952433,,
Jain Irrigation Systems Ltd,JISLJALEQS,Agricultural & Farm Machinery,4599.385102,72.58527438,27.80589333,271.1518512,0.902652821,1.362744876,1.189754,6.041200743,0.809632551,4.461355073
Shanthi Gears Ltd,SHANTIGEAR,Auto Parts,4597.58107,0,0,101.0188035,2.497525773,3.376185567,211.8461538,2.61799812,84.36762745,24.87804878
Rajoo Engineers Ltd,RAJOOENG,Industrial Machinery,4577.785443,1.034264961,0,201.8115039,0.672270652,1.740971357,41.04545455,2.946282201,20.8780294,11.91607284
Venus Pipes and Tubes Ltd,VENUSPIPES,Iron & Steel,4517.017656,36.76926865,8.36000985,110.3938105,0.742508575,1.473658663,6.237771739,5.57838961,24.46018605,18.17953828
Thyrocare Technologies Ltd,THYROCARE,Hospitals & Diagnostic Centres,4506.506513,8.024562667,4.304152531,57.49633137,2.552939876,3.078138815,18.3562387,3.030400917,60.8688172,15.76536
Tinplate Company of India Ltd,TINPLATE,Iron & Steel,4505.941816,1.187573234,1.037147291,16.74548189,1.736851258,2.451018279,16.8001638,5.660131548,21.55859446,10.65278355
Shilchar Technologies Ltd,SHILCTECH,Electronic Equipments,4499.468794,0,0,79.41563968,2.317621921,3.066239316,588.2380952,3.317489879,110.8590734,42.23681061
Shaily Engineering Plastics Ltd,SHAILY,Industrial Machinery,4488.594529,45.52780016,15.2906331,,0.800985909,1.16568512,4.68407173,19.26136532,17.72093167,11.35010096
Fiem Industries Ltd,FIEMIND,Auto Parts,4466.5779,2.605646507,2.490641772,37.27767634,1.738795095,2.465150169,76.8707483,5.753052726,49.98190264,18.54800322
Imagicaaworld Entertainment Ltd,IMAGICAA,Theme Parks & Gaming,4454.069158,31.74191599,0,,0.428048298,0.480766693,349.1346154,-2.202393602,178.4011081,49.61828584
Nippon India ETF Nifty 50 BeES,NIFTYBEES,Equity,4449.399917,,,,,,,,,
Fineotex Chemical Ltd,FCL,Specialty Chemicals,4442.250474,1.144280801,0,,2.636617828,3.197069679,119.481203,3.284492189,126.6490486,28.98971103
Fedbank Financial Services Ltd,FEDFINA,Diversified Financials,4440.992167,368.8990327,335.2290973,-299.641858,0.320550056,0.320550056,,-1.99821478,2.756558796,2.945633983
SeQuent Scientific Ltd,SEQUENT,Pharmaceuticals,4431.483915,68.403557,24.09812612,142.2379094,0.741160146,1.29336991,-0.136202953,6.891281266,,
JTL Industries Ltd,JTLIND,Iron & Steel,4428.064562,2.581444576,0,69.79311121,7.854407905,10.17693377,30.5108055,4.423502488,164.4644936,18.41181771
Anup Engineering Ltd,ANUP,Textiles,4419.698762,3.837638376,2.770366165,202.8584127,1.19557667,1.855403409,32.14477212,2.903542234,36.95753116,14.83139952
Gopal Snacks Ltd,GOPAL,FMCG - Foods,4373.613387,17.28660723,0.999077774,67.14680321,0.676906427,2.389194139,26.00759013,10.18724883,67.19308902,25.45076412
Paras Defence and Space Technologies Ltd,PARAS,Aerospace & Defense Equipments,4321.011758,14.84422587,0.514359194,,1.469017219,2.348775917,6.12278481,1.132149731,16.32216679,7.561475089
TCI Express Ltd,TCIEXP,Logistics,4317.75225,1.485858772,0.54831882,27.66257226,2.960105353,2.960105353,119.3333333,5.891144386,89.90781837,20.62745467
Spandana Sphoorty Financial Ltd,SPANDANA,Consumer Finance,4316.813418,258.5704918,253.7590984,12.92801074,4.241093366,4.241093366,,2.112795841,5.141492189,5.010786451
LG Balakrishnan & Bros Ltd,LGBBROSLTD,Industrial Machinery,4294.953395,7.009143949,1.813580254,103.3282941,1.367611152,2.104158386,42.07207207,4.045570516,45.76517017,16.70355219
Bombay Dyeing and Mfg Co Ltd,BOMDYEING,Textiles,4288.284129,0.14885866,0.14885866,126.1333114,1.539404521,1.994242092,12.18464838,23.13813143,413.4888026,155.3001367
Websol Energy System Ltd,WEBELSOLAR,Renewable Energy Equipment & Services,4263.26311,14.38205772,0.047051443,,0.06958629,0.305175697,-31.21097046,-1.174512809,,
JTEKT India Ltd,JTEKTINDIA,Auto Parts,4246.484066,14.04317983,7.916707234,,1.106209705,1.642974603,24.93300654,9.13774944,23.35984964,11.92798962
Greaves Cotton Ltd,GREAVESCOT,Industrial Machinery,4236.046979,4.823314379,1.179696086,32.00665675,1.319366947,1.71954666,-28.58829902,3.072248415,,
Avantel Ltd,AVANTEL,Communication & Networking,4199.07622,10.66357931,3.656084334,,2.223010419,3.24362669,18.11483254,2.648407718,101.5851537,35.08154188
Styrenix Performance Materials Ltd,STYRENIX,Commodity Chemicals,4196.63355,3.782826466,2.509892908,59.82566463,1.660481796,2.707725891,85.51449275,5.071489449,54.9519246,22.74080569
EMS Ltd,EMSLIMITED,Construction & Engineering,4190.910004,8.825513416,8.796782092,,5.144670336,6.142760867,33.87599364,2.073475141,89.79904532,21.96225559
La Opala R G Ltd,LAOPALA,Housewares,4189.695,1.08980306,0.709311475,,16.90586265,20.26733668,24.45749614,0.780159835,168.6649941,17.06533227
WPIL Ltd,WPIL,Industrial Machinery,4189.100612,14.15950242,2.372232289,,1.53985726,1.90611049,25.69520104,3.204632809,44.32728019,30.15418804
Pearl Global Industries Ltd,PGIL,Apparel & Accessories,4166.328034,71.97783378,28.24358378,48.15059126,0.878352382,1.447923503,2.922522523,9.372351924,14.96764031,14.70401596
Hinduja Global Solutions Ltd,HGS,Outsourced services,4166.124123,27.56520806,7.819210045,,2.322598027,2.328656206,1.588128826,1.491674204,3.90210032,2.698414852
Bannari Amman Sugars Ltd,BANARISUG,Sugar,4153.712927,28.7893864,3.999644634,,0.32183727,2.086999125,8.072985782,3.665454186,20.40050901,10.49343929
Prime Focus Ltd,PFOCUS,Animation,4139.016176,626.0280326,495.859528,,1.332724387,1.332724387,-0.051622155,5.723300671,,
Indraprastha Medical Corporation Ltd,INDRAMEDCO,Hospitals & Diagnostic Centres,4129.410285,7.106078366,6.754437374,-57.11558618,1.816285818,1.861806311,41.9137931,10.69098767,50.4969855,23.52884243
Kingfa Science and Technology (India) Ltd,KINGFA,Commodity Chemicals,4107.989476,5.530259268,0.24805464,,1.201964685,1.804128326,30.26916221,5.7125285,30.19021337,17.07594224
Sula Vineyards Ltd,SULA,Alcoholic Beverages,4094.226003,58.95818182,12.73636364,307.5347352,0.79043984,1.304123176,5.808103976,4.254556209,19.58853784,14.80391679
Goodluck India Ltd,GOODLUCK,Iron & Steel,4079.872992,53.17971309,8.710650019,,1.104817903,1.932022487,3.354543108,7.169306218,14.96749895,12.78832907
Shrem InvIT,SHREMINVIT,Roads,4060.888,121.4780968,111.1940066,,2.272102482,2.272102482,2.636976699,2.194615169,12.76833284,10.41393337
West Coast Paper Mills Ltd,WSTCSTPAPR,Paper Products,4035.588279,7.251751133,4.171751448,,2.138680956,2.930874558,45.0707113,3.130065238,52.9055144,21.04536165
Gokul Agro Resources Ltd,GOKULAGRO,Packaged Foods & Meats,4019.081072,76.76048277,39.2883033,3.781808361,0.541017971,1.162363301,2.507096116,39.55056468,5.608665835,9.199427472
Kewal Kiran Clothing Ltd,KKCL,Apparel & Accessories,4018.88644,2.915322461,2.107319383,,4.214125717,4.788184236,46.69495413,1.905244161,95.41148059,24.31709327
Gufic Biosciences Ltd,GUFICBIO,Pharmaceuticals,4002.576652,62.51126634,31.07818837,,1.075095415,1.613933237,8.53125,,15.38269224,11.99406887
E2E Networks Ltd,E2E,Software Services,3989.909612,203.2599492,166.38442,,0.673837006,0.673837006,9.368421053,-29.11818182,11.85723584,13.25131259
Artemis Medicare Services Ltd,ARTEMISMED,Business Support Services,3987.025194,70.43480173,62.95717962,,0.920769022,0.975358787,3.187280281,-44.30707677,9.50621106,10.26546304
Exicom Tele-Systems Ltd,EXICOM,Electronic Equipments,3978.750818,6.405743271,2.812040912,,2.571702675,3.32246057,5.846593864,2.562078281,21.9599354,11.10342989
V2 Retail Ltd,V2RETAIL,Retail - Apparel,3971.894027,191.2853555,147.8031379,,0.198712106,1.43035667,1.646683148,8.754443615,3.698584624,7.781650376
Savita Oil Technologies Ltd,SOTL,Commodity Chemicals,3970.509846,0.004316405,0.001233259,92.27152892,1.434029638,2.445622805,7.979094999,3.224668299,23.47411253,12.17338996
Servotech Power Systems Ltd,SERVOTECH,Electrical Components & Equipments,3959.894712,51.47237771,9.138476515,87.07983245,1.429028389,1.707050513,6.113924051,9.281776617,13.89381577,11.5862069
Swaraj Engines Ltd,SWARAJENG,Tractors,3956.360954,0.331018016,0.233340569,,1.942602041,2.335237356,740.84,6.470482036,73.23629409,33.26329023
Oriana Power Ltd,ORIANA,Construction & Engineering,3947.395428,219.9875467,175.871731,,0.954791554,1.118841364,13.54228856,88.19657143,56.98857083,64.05208252
Tide Water Oil Co India Ltd,TIDEWATER,Commodity Chemicals,3936.944293,0.151059227,0.102720275,70.32208117,1.795881728,2.817975305,105.5642458,4.108584144,43.511218,16.34630357
Lumax AutoTechnologies Ltd,LUMAXTECH,Auto Parts,3904.754919,79.93012652,42.68598385,,0.962629783,1.186688999,4.290233638,13.12674573,8.22305462,11.38666677
Geojit Financial Services Ltd,GEOJITFSL,Investment Banking & Brokerage,3896.381045,43.62459547,18.35006308,-65.91452288,1.440884999,1.440884999,,1.493304934,13.06449722,9.502148217
IndoStar Capital Finance Ltd,INDOSTAR,Consumer Finance,3891.867837,234.0381798,219.7903079,,1.964108358,1.964108358,,2.815463959,1.471438244,1.167180302
Bhansali Engg Polymers Ltd,BEPL,Commodity Chemicals,3876.71709,0,0,164.7001374,6.085346216,7.300500984,1213,1.692541877,134.8950891,22.97892493
Avalon Technologies Ltd,AVALON,Electronic Equipments,3865.977793,25.92074359,5.81680076,213.8414252,1.39965762,2.527871893,3.319512195,1.968597605,8.50177817,5.858046744
Sunflag Iron and Steel Co Ltd,SUNFLAG,Iron & Steel,3856.155529,14.06711311,6.104570684,,0.65439352,1.445921151,2.895977665,7.242042488,7.729549249,3.988345549
JNK India Ltd,JNKINDIA,Construction & Engineering,3852.860782,36.0726856,9.241221249,,1.194958793,1.634057583,,0,,
Muthoot Microfin Ltd,MUTHOOTMF,Microfinancing,3847.657699,303.9520745,303.9520745,,7.491729323,7.491729323,,1.776365798,5.117188034,5.020176476
Globus Spirits Ltd,GLOBUSSPR,Alcoholic Beverages,3846.615637,33.761289,10.11391626,,0.733783761,1.046715353,4.411808951,67.48179038,12.13329142,6.628994434
VST Tillers Tractors Ltd,VSTTILLERS,Tractors,3828.261252,0.146164007,0.057382906,78.12623387,3.969954104,4.598623119,60.90733591,1.674216099,49.77591382,13.51953584
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Sugar,3826.000853,48.77530558,11.51983521,226.3529684,0.446642045,1.554620273,8.255140747,3.413269907,12.21849523,8.010243814
KDDL Ltd,KDDL,"Precious Metals, Jewellery & Watches",3821.564004,21.86770836,14.04102107,168.9544328,2.092676366,3.589864287,6.670523752,2.125461972,20.86067822,13.3862117
Honda India Power Products Ltd,HONDAPOWER,Industrial Machinery,3820.945561,0.057873933,0.018470404,63.27473683,3.421405229,4.215087146,234.4528302,1.801600502,49.94854017,12.4668914
D P Abhushan Ltd,DPABHUSHAN,"Precious Metals, Jewellery & Watches",3820.114934,72.37696335,5.72565445,56.52837217,0.115299022,1.720972129,6.905807365,12.80920585,20.71529034,18.1457841
Marsons Ltd,MARSONS,Heavy Electrical Equipments,3814.5965,63.43178622,63.43178622,,2.510869565,2.636645963,63,0.894594595,4.015544041,2.124072825
Gujarat Themis Biosyn Ltd,GUJTHEM,Pharmaceuticals,3806.701533,1.375577296,0.610815911,63.36067903,2.737623762,2.943688119,345.9130435,4.474698176,299.4936709,35.9804631
Salasar Techno Engineering Ltd,SALASAR,Iron & Steel,3804.074949,77.66585312,9.037053472,,0.828949803,1.351751357,2.650022904,5.185307205,7.562233108,10.05308935
Cigniti Technologies Ltd,CIGNITITEC,Software Services,3799.489191,7.754007072,1.159781593,69.04028218,3.670862927,3.670862927,54.49029126,3.407088538,61.82884027,22.31854378
Nirlon Ltd,NIRLON,Real Estate,3794.870664,307.0848412,307.0848412,-29.33758195,0.40207616,0.40207616,3.441817151,-4.361025346,11.72561703,19.98993519
DCB Bank Ltd,DCBBANK,Private Banks,3792.978039,,,,,,,-0.137066269,0.923514265,1.144021783
India Glycols Ltd,INDIAGLYCO,Commodity Chemicals,3780.089535,65.73412253,36.33509181,,0.353059085,0.818918361,2.850501367,-10.28629567,4.85111252,6.12394958
Polyplex Corp Ltd,POLYPLEX,Commodity Chemicals,3775.885329,12.86861748,6.334421964,140.2097081,1.784923526,2.969630568,2.790939122,2.659880982,2.406663824,1.602047934
DCX Systems Ltd,DCXINDIA,Cables,3772.658282,25.80221263,1.794434678,127.597996,2.257393021,2.548535703,4.174832215,1.809698124,10.5090904,6.734511598
Datamatics Global Services Ltd,DATAMATICS,IT Services & Consulting,3745.846688,1.423738255,0.611109746,-17961.18445,4.898932311,4.898932311,69.1576087,2.221934315,81.71772564,17.39267116
Hathway Cable and Datacom Ltd,HATHWAY,Cable & D2H,3738.460704,0.458149041,0.29362553,-63.45371993,3.461792926,3.463470463,80.97175141,1.532069007,14.7732175,2.887530952
Goldiam International Ltd,GOLDIAM,"Precious Metals, Jewellery & Watches",3732.489514,0.738036414,0.539757974,229.3598552,4.910341094,7.320736329,764.125,1.107479866,93.07164087,16.67848958
IRB InvIT Fund,IRBINVIT,Roads,3730.8735,77.87100894,75.01941252,-76.20999041,1.004633901,1.004633901,2.411695563,14.3618569,4.308740939,5.22160569
Motilal Oswal NASDAQ 100 ETF,MON100,Equity,3724.725394,,,,,,,,,
Quick Heal Technologies Ltd,QUICKHEAL,IT Services & Consulting,3712.989367,0,0,-1950.553092,4.925102319,4.963301501,202.6153846,1.155412885,32.0507735,5.138208845
TCNS Clothing Co Ltd,TCNSBRANDS,Apparel & Accessories,3697.19919,89.39039741,69.18964869,259.3333283,0.804733866,1.959554185,-4.198755128,2.243901876,,
Alembic Ltd,ALEMBICLTD,Pharmaceuticals,3688.670959,0.418655088,0.338126896,565.508199,0.495903454,1.521147033,93.5045045,3.135534382,187.5899155,4.456878339
Bajaj Consumer Care Ltd,BAJAJCON,FMCG - Personal Products,3686.222024,1.0534807,0.480387199,34.6608304,5.1027117,5.492613912,188.1881188,1.64043403,101.594667,19.32410862
Sindhu Trade Links Ltd,SINDHUTRAD,Logistics,3677.50014,46.74841605,32.68412002,,1.151312681,1.256151718,1.502460468,-15.96791165,2.287502816,4.913294798
Epack Durable Ltd,EPACK,Home Electronics & Appliances,3673.164827,43.27392961,11.25644474,,0.826895223,1.32940004,2.263414634,22.9848753,4.040703982,4.987017689
S H Kelkar and Company Ltd,SHK,Specialty Chemicals,3651.125468,54.83408692,16.86721189,,0.756045862,1.459249981,5.418322831,4.219846142,10.49473206,9.390594284
Kalyani Steels Ltd,KSL,Iron & Steel,3647.125526,35.49153249,4.963242954,94.94562688,1.389424246,1.756657836,13.90585045,,27.84798791,13.94746046
HPL Electric & Power Ltd,HPL,Electrical Components & Equipments,3642.622532,71.28248567,3.491326925,266.6177115,0.873063018,1.464680893,1.759705489,4.035727075,4.916941272,9.274949874
Apeejay Surrendra Park Hotels Ltd,PARKHOTELS,"Hotels, Resorts & Cruise Lines",3614.854523,111.1545178,98.01609448,,0.356225296,0.41677147,2.342519685,-3.96070819,8.531352317,11.36004817
Saksoft Ltd,SAKSOFT,IT Services & Consulting,3613.199448,5.211404151,3.88580021,,1.93502524,1.93502524,37.32011331,3.980320568,34.22907175,16.75250194
RPG Life Sciences Limited,RPGLIFE,Pharmaceuticals,3596.822287,0,0,87.06097052,1.504963348,2.276191203,82.83333333,3.588672351,63.51253442,23.25735567
Indian Metals and Ferro Alloys Ltd,IMFA,Iron & Steel,3595.501624,8.660222098,0.733590552,135.1960551,1.460955199,2.557985421,15.77160847,3.055295149,56.04676601,19.45957017
Sandhar Technologies Ltd,SANDHAR,Auto Parts,3584.958568,72.8946773,37.62086977,,0.60058625,0.949146944,3.91556677,-136.4402855,7.824593412,8.336880561
Precision Wires India Ltd,PRECWIRE,Electrical Components & Equipments,3556.722966,19.4712108,3.832635653,28.70091289,1.163288054,1.706183522,3.661190412,9.329831018,13.11257086,12.79929196
Fischer Medical Ventures Ltd,FISCHER,,3530.1975,2.07126125,1.541117002,,17.16927083,18.3359375,31,0.643306379,35.12476008,2.513901761
Delta Corp Ltd,DELTACORP,Theme Parks & Gaming,3530.026372,2.045825539,1.380167685,189.7574629,3.478809422,3.551501894,15.12207792,1.397124462,72.40091305,12.23477658
Jindal Poly Films Ltd,JINDALPOLY,Packaging,3527.214499,45.72281647,23.2937757,,2.62599753,3.185698039,1.525,1.03254141,1.556454966,2.53954305
Sky Gold Ltd,SKYGOLD,"Precious Metals, Jewellery & Watches",3521.013061,127.0072096,10.93724398,,0.611380495,1.465977329,3.573739296,19.03394995,11.85616819,12.82721172
Blue Cloud Softech Solutions Ltd,BLUECLOUDS,Software Services,3512.06688,0,0,21.56987945,4.023049645,4.023049645,796,13.89262657,101.7730496,11.09253066
Hi-Tech Pipes Ltd,HITECH,Building Products - Pipes,3510.244452,69.79596794,18.47045352,58.05070513,0.7919368,1.536129836,2.402054467,12.76305031,7.293465268,8.530584542
Gensol Engineering Ltd,GENSOL,Construction & Engineering,3498.694086,482.2296758,299.2748762,,1.341210423,1.355857705,1.705743794,3.490099877,2.960815803,8.100433675
Jeena Sikho Lifecare Ltd,JSLL,Pharmaceuticals,3497.325339,0.280884265,0.166449935,,4.990514411,5.252827435,219.4186047,3.905217186,244.6447508,42.78135486
MPS Ltd,MPSLTD,Publishing,3496.789375,0.987342873,0.008699056,63.0403807,1.606680104,1.606680104,188.5232558,2.961593625,43.06900178,22.04021153
Stylam Industries Ltd,STYLAMIND,Construction & Engineering,3490.961399,0.124934736,0,,4.316816817,6.737904571,66.732,3.144058382,180.7373013,27.46851074
RPSG Ventures Ltd,RPSGVENT,Packaged Foods & Meats,3488.796397,94.41906979,37.22720373,-421.6766876,0.612297951,0.629860231,1.6012221,-5.020539076,,7.326076578
Seamec Ltd,SEAMECLTD,Oil & Gas - Equipment & Services,3479.6655,35.8113588,21.93068981,,1.418395401,1.612239797,8.05643739,5.449539965,24.17833263,9.736757967
Nucleus Software Exports Ltd,NUCLEUS,Software Services,3470.759857,0.590399259,0.232815394,,2.071375364,2.071375364,270.2631579,3.095582528,56.92554519,23.04716253
Suraj Estate Developers Ltd,SURAJEST,"Real Estate Rental, Development & Operations",3469.482491,829.8098434,483.4032438,1889.082862,0.46083978,1.716025863,1.675737941,1.051593074,7.747942186,24.6936632
Mahanagar Telephone Nigam Ltd,MTNL,Telecom Services,3463.11,,,,0.549425574,0.552865393,-0.212778355,-0.251739622,,
Shivalik Bimetal Controls Ltd,SBCL,Iron & Steel,3447.323349,12.43887441,3.622148693,,2.031265207,3.587712895,23.6693712,2.864350592,83.22962963,26.35513597
Thirumalai Chemicals Ltd,TIRUMALCHM,Commodity Chemicals,3446.89606,109.2059919,77.97524014,-16.78061917,0.858249502,1.102045974,0.171661472,14.39949319,,0.215645113
Sanghvi Movers Ltd,SANGHVIMOV,Business Support Services,3422.13284,28.86133478,15.86523737,94.66447466,1.78510427,1.814448858,11.11663327,4.939922851,45.58463292,19.47123822
Shipping Corporation of India Land and Assets Ltd,SCILAL,Real Estate,3421.759527,0.002793617,0.002793617,,3.979216044,3.979216044,5511,0.123376583,17.17105977,1.575381625
Indoco Remedies Ltd,INDOCO,Pharmaceuticals,3411.663407,60.50877983,32.78973435,222.2192454,0.982476769,1.55906129,4.571804314,5.050232431,9.521185048,8.104554441
Suven Life Sciences Ltd,SUVEN,Pharmaceuticals,3397.152363,0.262924011,0,405.2374261,18.93269231,18.9852071,-352.6,0.166577065,,
Ddev Plastiks Industries Ltd,DDEVPLASTIK,Commodity Chemicals,3395.586729,10.04288724,0.0090927,100.5528932,1.757988798,2.422637356,11.61388286,6.817233862,54.19289401,26.90235961
Repco Home Finance Ltd,REPCOHOME,Consumer Finance,3378.313548,358.4457694,358.4457694,-0.636280852,8.372340426,8.372340426,,3.319509226,3.850689694,3.803225552
Ashiana Housing Ltd,ASHIANA,Real Estate,3373.111577,19.2339652,16.64632563,,0.518232877,1.573948289,53.57073171,1.159167911,5.099513895,4.565086359
Gujarat Industries Power Company Ltd,GIPCL,Power Generation,3372.296488,18.58805449,15.48444869,157.5685451,2.788683843,3.452854299,7.78844086,1.779131683,10.37844846,5.552170047
TVS Srichakra Ltd,TVSSRICHAK,Tires & Rubber,3370.824836,75.80029871,39.32575171,108.9163664,0.387281402,1.063246696,4.013622291,49.16441215,6.823986042,7.219924407
Apollo Micro Systems Ltd,APOLLO,Electronic Equipments,3369.852712,40.06971996,2.045375756,544.6756207,0.869315425,1.976380768,2.455115512,1.13760909,7.12111851,7.779509114
Mahindra Logistics Ltd,MAHLOG,Logistics,3365.83168,146.6147073,98.28454704,-39.25634728,0.928360173,0.928360173,0.61282277,-74.06793515,,1.686177943
Tasty Bite Eatables Ltd,TASTYBITE,Packaged Foods & Meats,3360.57473,30.1626073,25.06106497,79.62140755,1.100134491,2.203692383,8.934285714,7.054214584,25.93055209,14.00044773
Navneet Education Ltd,NAVNETEDUL,Publishing,3359.039525,19.9038469,0.699506095,295.3328858,1.154890969,2.732348801,14.62945591,2.837389312,55.47910464,17.85121507
ECOS (India) Mobility & Hospitality Ltd,ECOSMOBLTY,Tour & Travel Services,3352.5,16.78033933,7.192379235,,2.343905049,2.345948049,30.50179211,5.058985888,52.42767296,28.68603789
Flair Writing Industries Ltd,FLAIR,Stationery,3348.938136,7.660725015,5.667935109,,3.468388562,5.075285603,15.88472352,2.480762266,56.89350103,15.29900257
Marathon Nextgen Realty Ltd,MARATHON,Real Estate,3342.611339,75.53929695,57.83903984,,0.904638666,2.019643788,2.980758659,1.363510055,13.52523948,12.11273647
PTC India Financial Services Ltd,PFS,Specialized Finance,3338.588775,154.6267046,154.6267046,,25.51649077,25.51649077,,0.764013759,4.03265257,3.310063679
Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage,3320.074591,32.65589315,0.56373045,,1.630058815,1.651026521,,1.169737752,26.63811193,20.29993318
Capacite Infraprojects Ltd,CAPACITE,Construction & Engineering,3319.016607,34.45866637,10.55372347,,1.358679796,1.440363703,2.750392136,4.044632472,7.758893153,10.0243539
Marine Electricals (India) Ltd,MARINE,Electrical Components & Equipments,3318.252783,30.58659218,10.61452514,,1.31860621,1.603573822,3.932956381,4.93577478,10.32078103,10.45410628
Maithan Alloys Ltd,MAITHANALL,Iron & Steel,3299.794193,0.545329527,0.10203144,,10.67075355,12.06305481,149.359736,0.791852816,111.7780839,13.04929529
Steel Strips Wheels Ltd,SSWL,Auto Parts,3299.752917,72.69159565,26.45625178,44.12826722,0.381028551,0.906885676,8.240966202,-60.4160898,36.24603119,25.61129912
Eraaya Lifespaces Ltd,ERAAYA,,3283.906305,,,0.121609372,0.244186047,0.244186047,,-283.4,39.53488372,204.7619048
Eveready Industries India Ltd,EVEREADY,Batteries,3283.646971,79.26870265,41.17297199,82.07220856,0.527125846,1.145857009,3.495358911,28.35389086,11.58417044,11.72983075
